review_es,sentiment
"Soy un profesor universitario de 53 años. Fui con mi esposa y mi hija de 12 años. Todos disfrutamos la película. La película es original, ingeniosa, rápida y totalmente encantadora. La parcela fue bastante fácil para que un niño de 10 años lo siga, pero lo suficientemente torreado para mantener a un adulto interesado. Pensé que Emma Roberts hizo un excelente trabajo y el resto del reparto estaba bien. Mi única crítica es que los conjuntos de Los Ángeles no fueron tan interesantes, ya que deberían haber sido. Eran funcionales, pero nada se destacó. Por otro lado, el maquillaje, el disfraz, la iluminación, la cinematografía, la edición y la dirección fueron excelentes. En total, pensé que era una experiencia totalmente agradable. Estoy decepcionado de que los críticos profesionales (casi todos los machos adultos) atacaron salvajemente la película. Aparentemente, tienen algo contra películas que representan a mujeres jóvenes fuertes, inteligentes e independientes. Sus escritos revelan más sobre sus propias naturalezas sexistas que cualquier cosa sobre esta maravillosa película familiar. Lo recomiendo fuertemente a todos los niños y todos los padres.",positive
"En mi lit.Clase Acabamos de terminar el libro, Hatchet, y esta película no es nada como el libro.(1) Brian nunca comió gusanos en el libro.(2) No conocía el nombre del piloto.(3) Su madre estaba engañando a su padre en un vagón de la estación, no en el bosque donde nadie podía ver.(4) El hombre de la que la madre está engañando no tiene cabello negro, tiene rubia.Ahora para las partes poco realistas de la película: (1) Un niño de trece años no puede golpear su puño a través de una ventana en un golpe.Y para la actuación, el niño que jugó Brian era un actor horrible.Sin embargo, creo que el paisaje fue impresionante, aunque dudo mucho que el director incluso lea el libro. Esta película es buena si no has leído el hacha del libro, por Gary Paulsen, pero si tiene, a continuación, comience una carta de queja ael director.",negative
"This show has to be my favorite out of all the 80's horror TV shows Like Tales from the Darkside, also from the same creators, this show is a rare gem If you agree with me, PLEASE sign this petition I started, to get the word out for Monsters and get it out on DVD Here is the petition address: wwwpetitiononlinecom/19784444/petitionhtml Some of my favorite episodes would have to be Glim glim, and Rain Dance I also loved the opening intro with the monster family That used to creep me out! One of the things I would have to ask the DVD creators to include would be the organ sound heard right before where the commercial break would be I don't know if any of you remember that part but that's one of the main things that brings back memories to me I mean, come on! War of the Worlds the TV series already has been released on DVD, so I say Monsters, and also Tales from the Darkside, and Friday the 13th the series should be released too! We the fans need to speak our minds! We need this awesome show on DVD so PLEASE spread the word!!!",positive
"Este será el comentario más inútil que he puesto, pero, sin embargo, debo hacerlo para advertirle sobre la atrocidad para el cine que ""Freddy's Dead"" es.¡No es solo el peor capítulo de la serie de pesadillas, sino que también está allí con la peor secuela de terror de todos los tiempos!Era aburrido, sin sentido y casi la muerte.El horrible final 3-D que termina y los muertes de Corny Top son suficientes para impulsar esta ""película"" en el suelo.Sin embargo, no se detiene allí, solo agregue una mala actuación, un script terrible, y una serie de camafeos quesos y tengándose esta pila de guano.No es de extrañar por qué Freddy, como siempre jugado por Robert Englund, ha hecho dos apariciones posmortemas.Yo también lo haría si salí así.Esta es una película estrictamente fanáticos, no mires a la vergüenza.",negative
"Esta es una de las películas de Dev Anand, que dieron grandes películas, aunque distintas a industrias de cine hindi, como Jewel Thief and Guide. La historia es corta (si me preguntas, ¿cuál es la historia), la trama es simple? Un hermano busca a su hermana perdida. La hermana se ha unido a los hippies que fuman de la olla y el canto Hare Rama Hare Krishna. Sin embargo, la película retrata algunos de los eventos significativos que experimentó el mundo en la cultura de 70'shippie, su sumisión a las drogas, la libertad, el impuesto de escape, la familia y la adopción de algo nuevo, como el este, lo que era nuevo para los blancos) la religión. Se han manejado perfectamente. Zeenat le dio mejor y devó como de costumbre fue notable. Las canciones son las mejores utilizadas (a diferencia de que son abusadas por el bien de tener canciones) en esta película. No se han echado a perder. Un ejemplo perfecto es 'Dekho O Deewano ... RAM KA NAAM BADNAM NA KARO'. Cada palabra en la canción es muy filosófica y significativa. El final es trágico, pero esa no es la esencia de la película. En general, Devji, que cree en hacer que las películas diferentes han tenido éxito en mostrar lo que quería mostrar aquí. Una visita obligada a experimentar la cultura hippie y la hermosa Nepal de los 70.",positive
"Como un rockero envejecido, esta película menciona a Heep y quo, mis 2 bandas favoritas, pero con el increíble elenco (todos), y la historia fantástica, me encanta esta pieza de genio creativo.No puedo recomendarlo más altamente, y Mick Jones agregó tanto (Player de extranjero y compositor primario junto con el mejor cantante de rock de Ever - Lou Gramm), he visto este gran trabajo más de 10 veces, Bill Nighy, ¿qué voz, y qué voz?Jimmy Nail: el talento rezuma de cada poro, luego Astrid .... y Karen ... ¡¿Qué más podría pedir un rockero envejecido?10/10 - Bloody Brilliant.AtaStair, Perth, Occidental Oz, originalmente de Windsor, Inglaterra.",positive
"Winchester 73 obtiene crédito de muchos críticos por traer de vuelta al oeste después de la Segunda Guerra Mundial.El director Anthony Mann debe obtener mucho crédito por su excelente dirección.Jimmy Stewart realiza un excelente trabajo, pero creo que Stephen McNalley y John McIntire roban la película con su representación de dos malos chicos involucrados en un juego de póquer de alto apuestas con el atesorado Winchester 73 yendo al ganador.Este es un buen guión con varias historias en marcha al mismo tiempo.Busque la primera aparición de Rock Hudson como toro joven.Gracias a Dios, con unos años, comenzaríamos a dejar que los indios se jueguen en las películas occidentales.La película es en blanco y negro y se disparó en Tucson Arizona.No pondría a Winchester 73 en la categoría de diligencia, Alto mediodía o Shane, pero obtiene una recomendación por encima de la media.",positive
"Estoy triste de decir que no estoy de acuerdo con otras personas en este episodio de Columbo.La muerte da una mano, francamente, un columbo aburrido para mí.Después de unas cuantas veces, me aburro y cambié el canal.Todavía me encanta Robert Culp y Patricia Crowley y Ray Milland en sus roles, pero la historia era más débil en este episodio que en los demás.Primero, Robert Culp interpreta a un investigador para el personaje de Ray Milland.Lo contrata a investigar a su joven esposa bonita interpretada por Patricia Crowley para ver si está teniendo un asunto.A cambio, el personaje de Culp, los chantajes de engaño, la esposa engañosa, que planea exponer su esquema a su esposo arruinando su carrera.Sin ira, Culp la mata golpeando a ella en la cara y poniendo el cuerpo en otro lugar.No sé.Tal vez simplemente no me importaba este en absoluto.Por supuesto, Columbo lo lleva al final.Es solo la cuestión de cómo.",positive
"Prison is not often brought up during conversations about the best eighties horror films, and there's a good reason for that because it's not one of the bestbut as you delve past the classic films that the decade had to offer, this is certainly among the best of the lesser known/smaller films The film does have some connection to blockbusters; for a start it's an early directorial effort for Renny Harlin; the capable director behind a number of action films including Die Hard 2, Cliffhanger and Deep Blue Sea; and secondly we have an early role for Lord of the Rings star Viggo Mortensen The film is not exactly original but the plot line is interesting We focus on a prison that has been reopened after a number of years This was the prison where a man named Charles Forsyth was sent to the electric chair after being framed by the prison's governor Naturally, the spirit of the dead man is not resting in peace; and when the old execution room is reopened, the spirit of the dead convict escapes for vengeanceThe film is not exactly The Shawshank Redemption, but it does take care to build up its various characters and while the main point of the film is always the horror, the prison drama behind it all does make for an interesting base This is a good job too because other than the basic premise, the film doesn't really have a 'plot' to go from and we solely rely on the interaction between the characters to keep things interesting The horror featured in the film is at times grotesque but it's never over the top, which might actually be the reason why this film is seldom remembered, being released in a decade of excess The murders themselves are rather good and imaginative, however, and provide some major highlights As the film goes on, we start to delve more into the back-story of the vengeful convict's ghost and while it's fairly interesting, some things about it don't make sense and it drags the film down a little Still, everything boils down to an exciting climax and overall I have to say that Prison is a film well worth tracking down",positive
"¿Butch el pacificador?Evidentemente.Después de los violentos comenzando con Spike, Tom y Jerry se alejan el uno al otro, Butch llama a un paro y quiere saber por qué.Es una buena pregunta. ""Los gatos pueden llevarse bien con los perros, ¿no pueden ser?""Le pide a Tom, quien asiente su cabeza de acuerdo.""Los ratones pueden llevarse bien con los gatos, ¿verdad?""Jerry asiente con la cabeza ""No"", y luego ve que no es la respuesta correcta. Entra dentro y Butch dibuja un ""tratado de paz"" (¡completo con ilustraciones profesionales!).La mayor parte del resto, y la mayor parte de la caricatura, los tres son extremadamente buenos para los demás, un refrescante cambio de paso.Me pareció divertido mirar.Puedo un millón de estas caricaturas en las que cada uno se golpea por encima de la cabeza. En su lugar, sabía que la paz no iba a durar.Una gran pieza de filete deleita la muerte del ""Tratado de la Paz"", pero en la ruta fue un buen cambio y todavía tenía algo de lo habitual de Tom & Jerry Cleed Humor.",positive
"Al igual que en tantas películas del pasado, usted pensaría que Hollywood aprendería esto ahora, lo convierte en una película muy decepcionante, sin mencionar, asegúrese de que la víctima secuestrada esté viva antes de pagar el Ransom.Maybe, esta película quiere recordarle.Estos hechos básicos en caso de que alguna vez le suceda a uno de nosotros.¿Por qué la larga caminata en el bosque y puede un tipo de ciudad realmente atravesar el bosque sin perderse?Solo una oportunidad para un diálogo sentimental que no tenía sentido en el final. Tuve que escuchar a parte de los comentarios del director en la sección de características especiales, desde los grandes movimientos que Redford ha hecho en el pasado, (zapatillas para uno) se sorprendió.Para protagonizar una película de este tipo.Los comentarios y las razones del director eran débiles. Las mejores partes de esta película fueron el paisaje, no puedo esperar a que llegara la primavera.",negative
"Realmente quería escribir un título para esta revisión que no salía tan cursi o bruscamente, pero aún describía mis sentimientos por este espectáculo. Ahora puedo ver que no es posible. ""American Family"" es uno de los mejores shows que he tenido el placer de observar la televisión. Varios revisores aquí en IMDb mencionaron la palabra ""hermosa"" al describir este espectáculo. Nunca ha sido una palabra más apropiada. La cinematografía para este espectáculo es impresionante. Cada escena y disparo se ve como una obra maestra. La iluminación, la cámara se mueve, la composición de la escena y los colores ... Tengo que seguir recordándome que estoy viendo un programa de televisión y no una obra maestra de la película. El puntaje de Lee Holdridge y Nathan Wang trae lágrimas a mis ojos. Y lo más importante, lo que actúa por el Lecho increíble es honesto y sincero. No siento que estoy viendo actuaciones ... siento que estoy viendo la vida real. Si solo la vida real podría ser tan hermosa. ""Familia americana"" ha elevado el bar por entretenimiento de calidad en la televisión. Recomiendo encarecidamente este espectáculo a cualquiera que esté dispuesto a verlo. Fácilmente podría jugar a CBS por pasar por este espectáculo, pero tengo que decir que no me importa quién se transmite. Estoy contento de que esté por ahí para que todos lo vean. Así que gracias a PBS por no permitir que este programa desaparezca en la nada. Tengo que dar un reconocimiento especial a la forma en que terminó el final de cada temporada. El primero fue el brillo creativo puro y me movió a las lágrimas. Estaba esperando para ver si la temporada dos también terminaría de una manera creativa, y lo suficientemente lo suficiente. Una vez más, lágrimas. Muchas gracias a todos los involucrados. Realmente has hecho una obra de arte especial con este espectáculo, y sinceramente significaba que. Es una pena que solo tengamos dos temporadas, pero un milagro tenemos algo en absoluto.",positive
"I saw this film at a special screening At first I thought the movie would be like a typical Amanda Bynes movie, but I was wrong The movie is based on the Shakespeares book ""The Twelth Night"" This movie tells the story of a girl who lives to play soccer Well when the girls team is cut she has to go to great lengths to get on the guys team at a different school to get revenge on the egotistical guys team at her old school On her way she gets caught up in a long tangled web of love, lies, and deception This movie is this years Mean Girls I think it shows some great new actors abilities and there are defiantly some big stars to be featured in this movie",positive
"I saw this kung fu movie when I was a kid, and I thought it was so cool! Now I am 26 years old, and my friend has it on DVD!!!We got a case of brew, and watched this classic! It lost NONE of it's original kung fu coolness! If you are a fan of kung fu/karate movies, this is a must see the DVD is available I believe this movie is also called ""Pick Your Poison""Watch it soon!",positive
"... y hubo bastantes de estos. No me gusta esta caricatura tanto como muchos otros, en parte porque se hizo en su período. Prefiero las caricaturas con Daffy y Bugs que tienen quince años o más años antes. A muchas personas les gustará esto, especialmente las personas que siempre encuentran la violencia divertida, de dibujos animados o no. La parcela básica es un poco conocido para Looney Tunes: Elmer sale a la caza, Daffy lo lleva a los insectos y Daffy terminan en su lugar. También se insertan chistes bastante inteligentes y altamente entretenidos (algunos no mejoran el episodio), disparos feos y animación que es ligeramente mediocre. La trama está dirigida principalmente por chistes: cada broma mantiene el episodio. Esta forma de encierra no es todo lo inusual en Looney Tunes (por supuesto, si eres casi un Looney Tunes Boffin, o un ansioso, como yo, entonces lo sabrás ya). Para las personas que aman todo acerca de Looney Tunes y Daffy Duck y como el sonido de lo que he dicho al respecto, disfrute de ""condimento de conejo""! 7 y medio de cada diez.",positive
"Others have commented on the somewhat strange video arrangements I think they were trying to capture what you'd be looking at when attending a live performance The feet, the faces, the overall view Unfortunately, it falls a bit short But, having said that, watching Colin Dunne is nevertheless gratifying It's an interesting contrast to Michael Flatley in the original video The progression of the show is evident, changes from the original Dublin production are evident""Trading Taps"" is the highlight of the video, in my opinion Tarik Winston is unbelievable, as is his partner in the pieceI think the audio was better in this version than the original video production (1995) In Dolby 51 on DVD it's excellentDespite the flawed videography, it's a must-own for Riverdance fans",positive
"Cuando vi esto en el cine, recuerdo haber corregido el mal actuando por un minuto o dos en la primera escena, luego contándome de inmediato ""No, esto tiene que mejorar esto"".No lo hizo.Las actuaciones son bastante uniformemente de teca 'n pino y no, no hay química sexual en esta película, solo las incómodas postes de una actriz de manera razonable y discreta sin talento que parece nacido para adornar la portada de ""interviú"" y no mucho más..Si el guionista pensó que hacer que Mérimée un personaje fuera una estrategia creativa original, tal vez debería salir más.Y Aranda, si se le hubiera pensado un poco el asunto, se habría dado cuenta de que la historia de Carmen solo está llorando por una deconstrucción pendente, iconoclástica, paródica, no este asunto de los cerebros de su licencia.De Ersatz Passion and Comic-Libro Diálogo.Este es el cine español contemporáneo en su peor momento.",negative
"La técnica de De Palma había golpeado su alta madurez en el momento de esta película, que es un maravilloso escaparate de sus técnicas clásicas, aunque desafortunadamente, al igual que muchas de las películas escritas por el mismo de Palma, la historia sirve a la meta más que los intereses de Poner un cuento emocionalmente convincente. La historia se abre con una escena loca en la que Angie Dickinson se masturba en una ducha mientras mira a su marido. Luego, se agarra y se violó mientras él, el marido se mantiene sin lugar cerca, y todo se revela para ser la fantasía de Angie cuando el marido le está bombeando sin pensarla a ella en la cama. Ella tiene una escena corta con su hijo, un timbre muerto para Harry Potter, que concluye con una broma que ""ella le dirá a la abuela que está jugando con su Peter"". Luego va a su sesión de terapia, donde se queja de su matrimonio muerto, antes de intentar seducir a su terapeuta, Michael Caine. Se niega, y ella está herida y se siente poco atractiva e insatisfecha. Entonces comienza una secuencia de 22 minutos en Bravura casi sin palabras que es quizás el punto culminante de la película. Entre las muchas cosas de Palma, obtenida de Hitchcock, es la comprensión de la película como un medio puramente visual de contar historias ... y en la moda típica de Palma, convierte a esto en una forma de mostrar su formidable habilidad. El problema, para mí, es que, en este caso, uno comienza a sentir que las escenas están siendo prolongadas innecesariamente simplemente para mostrar aún más la habilidad del director. La secuencia comienza con Angie en un museo de arte. Ella mira a extraños, todos involucrados en actividades sexuales o familiares, luego comienza a encenderse a un hombre sentado junto a ella. De Palma cuenta muy hábilmente una narrativa extremadamente complicada sin una sola palabra sobre la atracción, la vergüenza, la retirada y finalmente de una palabra de Angie, y finalmente encontrar al extraño en la parte posterior de un taxi, todo se establece en un puntaje maravillosamente exuberante de Pino Donaggio, quien también Anotó a Carrie. En la segunda parte de la secuencia Angie se ha dormido con el chico, y se levanta para regresar a su esposo. De nuevo, de Palma, una tonelada de narrativa sin una palabra de diálogo pronunciada, ya que Angie se da cuenta de que ella no tiene sus bragas, que su esposo ya está en casa y, sin duda, preguntándose dónde está, que probablemente ha contraído una enfermedad venérea. , y que ella ha perdido su anillo de compromiso en algún lugar en el shuffle. Todo es muy admirable, pero uno comienza a sentirse un poco inclinado, ya que nos vemos obligados a hacer cosas como tomar un largo ascensor a bajar del séptimo piso, luego de nuevo, casi en tiempo real ... Spoilers desde aquí en adelante ! Cuando Angie llega al séptimo piso de nuevo, es asesinada por una mujer grande con cabello rubio. La mujer se dirige a ella hasta que llega a la planta baja, cuando la puerta se abre y Nancy Allen la ve allí. Hay una maravillosa secuencia de cámara lenta cuando Nancy llega al ascensor, Angie se acerca a ella, y la hoja del asesino se mantiene preparada para proteger las manos de Nancy. Luego, siga algunas tomas electrizantes cuando Nancy mira hacia arriba y ve al asesino en los ascensores convexos. Todo es bueno, y cuando tenemos un diálogo nuevamente, piensas; ""¡Woah, eso fue solo 22 minutos seguidos de narrativa puramente visual!"" O tal vez no lo haces, pero lo hago. Una vez más joven, Dennis Franz, tiene una gran parte como un detective sórdido y duro de Nueva York, que preferiría que todos los demás hagan su trabajo para él. Entreviste a Michael Caine, haciendo la implicación escandalosa (aunque pasa como un lugar común) que Angie quería ser asesinada. El hijo de Angie también está allí, y se engancha con Nancy, y se enfrentan a espiar en el terapeuta de Caine y descubren quién es el asesino. Una vez de nuevo hay una corbata fuerte a una película de Hitchcock, en este caso Psycho (al igual que La obsesión es una reorganización del vértigo). Tienes una mujer que debemos entender es en secreto una puta, que se mata en los primeros 30 minutos en un espacio cerrado, en este caso un ascensor en lugar de una ducha. Luego, los familiares del difunto realizan una investigación, que revela que el asesino es un hombre que se viste como una mujer para matar. De Palma incluso arroja a un médico al final, que explica la psicología de todo. Es muy interesante, pero al mismo tiempo, un espectador puede comenzar a sentirse un poco nervioso, y esa es mi reserva principal sobre esta película. Definitivamente es una visión esencial y exhibe algunas de las mejores piezas de septillas de De Palma, pero esa sensación de que la historia está ejecutando un tercio sólido detrás de la necesidad de que De Palma se muestre fuera y sus fantasías sexuales un tanto invisibles dificultan la mirada hacia atrás en este con Afecto completo .--- Echa un vistazo a otras reseñas en mi sitio web de películas malas y cursianas, Cinema de Merde, Cinemademerde.com",positive
"Habiendo leído muchos de los comentarios aquí, me sorprende que nadie haya reconocido esto como básicamente un remake de un episodio de la zona de Twilight de 1960 llamado ""Imagen de espejo"", protagonizada por Vera Miles. Rod Serling hizo un trabajo mucho mejor para crear una historia espeluznante efectiva en 24 minutos que Sean Ellis lo hizo en 88 minutos con este tedioso snooze. Una pieza corta puede ser efectiva con un final misterioso e inexplicable, pero en una película, debería haber un poco más de sustancia y la historia debe tener sentido. Lamentablemente, la sustancia y el sentido son dos cosas que faltan de ""The Broken"". Sí, tiene algunos momentos, pero no son suficientes para justificar su tiempo. Algunas observaciones adicionales: aunque esto es claramente una historia contemporánea, ¡no un personaje en la película tiene un teléfono celular! Y a pesar de que un accidente automovilístico es el evento que hace la historia, nunca existe ninguna referencia a una compañía de seguros, a la persona que conducía el otro automóvil, o a la policía que hubiera sido requerido para hacer un informe. Mi consejo: ¡Salta este orificio y mira el original!",negative
"Acabo de llegar a ver a Monster Man ayer. Había sido una larga espera y después de una gran anticipación y acumularse, me alegra decir que se acercó y cumplió con mis expectativas en todos los niveles. Es cierto, realmente no puedes esperar mucho escuchar la tropical de la trama, pero después de leer algunas de las revisiones, estaba extático. Quiero decir, ¿qué fanático de la basura no querría ver una película de Gore sobre una hiqueza incorporada derribada que cortaba a la gente con su camión monstruo de cambio de maquillaje? Fui a esperar una cruz entre el viaje por carretera y las colinas tienen ojos y se pusieron mucho más. Esta fue una comedia de terror que realmente funcionó. Los cineastas lo tienen bien cuando se trataba de hacerte retorcerse y hacerte un aullido con la risa al mismo tiempo. Felicitaciones a Michael Davis por salir con la sangre y empujando el sobre con el humor de Sickás. Déjame enumerarme solo algunas razones por las que me encanta esta película: primero es la historia. Se ha hecho hasta la muerte en tantos otros movimientos. Un chico de la universidad obtiene el viento que su enamoramiento de su infancia se está casando. Él, siendo la virgen de 25 años que él es, salta en su Vista Cruiser y decide tomar el viaje por carretera para confesar su amor, con la esperanza de que caiga de cabeza sobre las colinas y todo ese buen jive. Oculto en el asiento trasero de su estación de la estación, es buena Buddy Harley. Harley es el loudmouth, ex amigo, que se ríe y habla como Jack Black en alta fidelidad. No puedes evitarte, pero al igual que el chico, pero si él era tu amigo en la vida real, tendrías que mantener una mano de bola de balón a mano (reír todo lo que quieras, pero ¿alguna vez has sido golpeado con uno?) Para mantenerlo Bajo control. Entonces, es un poco en el lado desagradable, para decir lo menos, pero puedes decir que es un amigo leal, en el fondo ... de todos modos, están en la carretera y cuando se detienen en un bar, agravan a los lugareños. . Ahora están siendo acechados por un clon de leatería en un camión monstruo. Eso es. Sí, a lo largo de la forma en que recogen un magnífico autostopista, pero soy demasiado perezoso y resuelto para ir a eso ahora ... así que solo veo la maldita película. Lo que amo fue el humor. Este tenía algunas de las risas más enfermas de cualquier película desde la fiebre de la cabina. ¿Qué tan mal estado es? Bueno, ni siquiera voy a ir a toda la escena del gato y, en cuanto a la cosa de ""cadáveres"", lo dejaré a sus ojos virgen también. El bar lleno de amputados era algo perturbador y ese tipo que parecía que John Turturro también me molestaba. Harley, aunque un tipo de fraternidad totalmente desagradable, realmente puede deslizarse fuera de los únicos forros. Me encantan las zuecos, por cierto. Necesito un nuevo par ... la sangre. Este lo vierte en pesado. Mientras que la primera hora se desempeña como una comedia de la carretera demente, el último tercio es todo sobre la sangre y las agallas. Si la película no hubiera mantenido un tono tan ligero, habría sido un poco molesto, pero al ver cómo se desempeñó para reír, no hay una manera posible que se le molesten. Si aún está en su asiento, cuando llegue, es probable que veas el humor también, pero en serio, había cubos y cubos de las cosas rojas. Hubo una gran parcela que no vi venir y cuando los créditos rodaron, estaba completamente satisfecho. Había conseguido exactamente con lo que vinvo y me alegro mucho de haberlo comprado. Al igual que la fiebre de la cabina, va a recibir mucha repetición. La mirada de la película fue excepcional. Había esta mirada deliberadamente barata que hizo que todo gritara a finales de los 80 y me encantó los colores exagerados. Es obvio que Monster Man se hizo en un presupuesto relativamente bajo, pero como la fiebre de la cabina (lo siento, sigo comparando los dos) en realidad funciona en el favor de la película. La fiebre de la cabina era una Oda a los 70 de los 70, esta era la respuesta de los años 80 a eso. Así que toma eso por lo que vale. No hay CGI aquí. Esto es lo que todos necesitábamos. No estoy exactamente seguro de por qué no obtuvo una liberación teatral porque esto es todo lo que deberían haber sido las enredaderas de jeepers. Gracias a Dios por la puerta de los leones.",positive
"I was very moved by the story and because I am going through something similar with my own parents, I really connected It is so easy to forget that someone whose body is failing was once vibrant and passionate And then there's the mistakes they made and have to live with I loved Ellen Burstyn's performance and who is Christine Horne? She's fantastic! A real find There is probably the most erotic scene I've ever seen in a film, yet nothing was shown - it was just so beautifully done Overall the look and feel of the film was stunning, a real emotional journey Cole Hauser is very very good in this picture, he humanizes a man spiraling downwards I liked the way the filmmaker approached this woman's life, never sentimental, never too much - just enough to hook us in, but not enough to bog down",positive
"Tengo un niño de 19 meses y me cansé mucho de ver a los asistentes de cuidado todo el tiempo.Rooney es un gran bailarín, a quien le importa si es gay.Este tipo debe haber sido una animadora o algo así. Titulantes Barney, no puedo sacar las canciones de mi cabeza ... Debe ... Dejar de cantar ........ Doodlebops Songs ........ ahora.Must tiene 10 líneas de texto para que debo continuar ... y qué pasa cuando dice todas las cosas canadienses como Ooout Abooot.Whacky canadienses ..... Jazmine está rimando demasiado, debe ser Dutch.Knock Knock, que está allí, Dee Dee, el conductor Super Hottiebus Bob no puede bailar, tomar lecciones de Rooney",positive
Qué excelentes ubicaciones.Un desafío visual para todos aquellos que ponen su ojo detrás de la lente. Esta pequeña joya es una cuenta increíble de lo que puede disparar en solo 16 días.Buena gente !.No puedo esperar para ver cuál será su próxima característica.Estaré contigo todo el camino.,positive
"La tierra está destinada a no ser más gracias al padre PERGADO y un montón de monjas.Christopher Lee (que desde entonces ha dicho que fue engañado para aparecer en esto por sus productores que le dijeron que le implicaban a los grandes actores) es el padre PERGADO y pone a hacer su habitual rutina seria y aterradora.El elenco no es tan malo, aunque la mayoría ahora se han retirado de la actuación.La película tiene terribles efectos de sonido (creados principalmente al presionar las llaves en una computadora antigua que parece) y reflexiona ridículamente a veces, mostrando una escena del cielo, por ejemplo, por lo que se siente como horas a la vez.A pesar de esto, la historia es bastante humorística en una forma de World-Is-Doomed y la producción es adecuada.Curiosamente, una escena presenta a Albert Band and Wife Jackie;Banda de MEDA;El escritor Frank Ray Perilli y el asistente de Charles Band Bennah Burton.A pesar de su naturaleza de ploding, realmente quería ver cómo funcionaba todo y, por lo tanto, me gustaba.",negative
"Bueno, ¿dónde empiezo ... como dijo uno de los otros críticos, sabes que estás en un verdadero regalo cuando ves el disparo de apertura: minutos y minutos de tiempo de cine que se pasa en un chico de pie en un viaje.No repetirá el excelente resumen de la historia de Rubin.Sin embargo, lo que me gustaría decir, es que esta película me agarró más que cualquier película que pueda recordar.Me senté de la boca abierta, y en el borde de mi asiento hasta el final.El trabajo de la cámara, la pista de sonido y la * fantástica * actuaciones (en particular la de Tony Servillo) lo dibujan en la pantalla y no te deja que nos aparten la vista. El italiano, por supuesto, todos se ven fantásticos, pero de ninguna manera es simplemente unEjercicio en estilo fresco.Esta es una película con mucho que decir sobre suerte, pérdida y amor. Y verlo.",positive
"El engendrado es una de las películas más singulares que he visto.Es más, para mí, un estudio de sonido, claro y oscuro, y movimiento que una historia real.El tipo de cosa que ves como una instilación de video en el Museo de Arte Moderno que una película disfrutada en el Teatro Local.No voy a tratar de interpretar las imágenes de la Madre Naturaleza, las bestias en capas, el cuerpo torcido y torturado de su ""hijo"".Algunas cosas simplemente desafían la interpretación.",positive
"Although this was a low budget film and clearly last minute, it holds a certain charm that is difficult to pinpoint I tend to believe it is the scriptwriter- Grant Morris (see Dead Dog), who, despite the warped plot line injected a fantastic slice of humour, sorely missing in many of today's box office hits Definitely a must see for a Sunday afternoon laughfest Speaking as a true single girl, and very sceptical this film did not inspire me particularly, but did ignite a small flame of hope for a lovelife Not my lovelife, so much as my slightly crazy neighbour's lovelife who lets her hamster sleep in her bed with her She may find someone",positive
"¡Darr es una gran película! Shahrukh juega a un amante obsesionado que hará casi cualquier cosa para ganar a su señora, que en este caso está Juhi Chawla. Poco sabe Juhi en la película que Shahrukh tiene un gran enamoramiento de ella y la está acechando constantemente. Tengo que admitir que algunas de las cosas que hizo en esta película fueron bastante espeluznantes ... como las llamadas telefónicas amenazadoras. Nunca en mi vida olvidaré la línea, ""te amo k..k..k..k..kiran!"" Es demasiado malo que Shahrukh y Juhi no estuvieran exactamente ""juntos"" en la película. Pero Juhi y Sunny hacen una pareja bastante buena en la película. Aunque el papel de Shahrukh fue bastante psicótico, todavía creo que hizo un gran trabajo para jugarlo y posiblemente no puedo imaginar a nadie más haciendo ese papel. ¡No es de extrañar que consiguió un premio a DARR en 94 '! Juhi ... ¿Qué puedo decir? ¡Ella se ve especialmente increíble en esta película! No es que ella no siempre se vea increíble en sus otras películas, ¡pero DARR le dio al público una imagen maravillosa de ella! En cuanto a la música ... ¡fue excelente! Especialmente ""Jaadu Teri Nazar,"" una de mis canciones favoritas de todos los tiempos. También pensé que ""Tu Mere Samne"" era bastante agradable. ¡Debes ver para todos! ¡En general, DARR merece un 9/10!",positive
"It would be a shame if Tommy Lee Jones and Robert Duval ever see this movie as they will probably be associated with it in years to come ""Oh yeah"", the public will say, ""'Comanche Moon', that's the mini series about the Texas Rangers and the Comanche Indians that starred Tommy Lee Jones and Robert Duval It was a real stinker and probably the worst movie they were ever in I think it was a comedy but a not very funny comedy I really don't understand why they agreed to be in it"" That would be such an injustice as the original ""Lonesome Dove"" was a true western classic and this turkey is a real bomb and Jones and Duval will be remembered for it",negative
"Amo esta película.El elenco era todo terrible en la representación de sus diversos personajes.Judith Ivey hizo tan bien que retrató a un débil, temeroso, dependiente, que fue pasivo agresivo en su carácter que se queja y involucrado a sí mismo, que era un alivio ver la metamorfosis del personaje.Blythe Danner fue igualmente atractivo en su papel como una madre judía un tanto juzga, una esposa devota y la hermana amorosa.Jonathon Silmerman, Bob Frity, Stacey Glick, y Lisa Walz realizó sus papeles igualmente bien. Si disfrutas de películas que se relacionan con atravesar tiempos difíciles sin perder tu sentido del humor y la esperanza, te encantará esta película.",positive
"Este es uno de los casos inusuales en los que se basa una película y la novela en la que se basa.Tal vez esto se debe a que Gorris ""toma las ideas iniciales de Nabokov y les da una interpretación diferente.La consecuencia final es un punto de vista sobre Luzhin que lo dignifica más que el de Nabokov. La única cosa en la película que no me gusta es la influencia de Valentinov en el destino de Luzhin.No puedo imaginar a Nabokov creando a una persona como Valentinov y le dio una gran influencia en el argumento de la novela.",positive
